arm,size,pct,off_pps,tx,rx,loss_pct,lat_min_us,p50_us,p90_us,p99_us,p999_us,lat_n,skipped,hist_n,jitter_n,imissed,ierrors,oerrors
fsBrev_capio,256,15.00,924642,20797087,11074127,46.7515,243.713,984.000,1024.000,1062.000,1072.000,844,4294,844,206,0,0,0
fsBrev_capio,256,20.00,917885,27710941,11088112,59.9865,270.197,1014.000,1078.000,1148.000,1740.000,508,4025,508,168,0,0,0
fsBrev_capio,256,30.00,1376064,41543405,11088120,73.3096,268.041,1034.000,1092.000,1092.000,1092.000,13,4290,13,7,0,0,0
fsBrev_capio,512,1.00,32175,723467,715740,1.0681,170.125,178.000,180.000,190.000,366.000,11005,1,11005,25,0,0,0
fsBrev_capio,512,2.00,47905,1446871,1421370,1.7625,168.665,178.000,180.000,192.000,4652.000,21842,3,21842,84,0,0,0
fsBrev_capio,512,3.00,71890,2170403,2115617,2.5242,169.450,176.000,180.000,190.000,932.000,32511,5,32511,77,0,0,0
fsBrev_capio,512,4.00,95816,2893865,2798489,3.2958,167.847,176.000,180.000,188.000,1622.000,42999,7,42999,109,0,0,0
fsBrev_capio,512,5.00,119795,3617320,3470388,4.0619,166.697,176.000,180.000,188.000,1408.000,53307,11,53307,155,0,0,0
fsBrev_capio,512,6.00,142674,4307435,4099527,4.8267,171.791,326.000,334.000,352.000,1620.000,31736,12,31736,127,0,0,0
fsBrev_capio,512,8.00,190211,5743475,5420492,5.6235,171.873,328.000,336.000,350.000,992.000,41944,18,41944,160,0,0,0
fsBrev_capio,512,10.00,237876,7179127,6609923,7.9286,174.259,328.000,338.000,350.000,852.000,51104,26,51104,178,0,0,0
fsBrev_capio,512,12.00,381754,8592691,7843303,8.7212,171.784,254.000,270.000,286.000,928.000,40532,25,40532,239,0,0,0
fsBrev_capio,512,15.00,355764,10741108,9551917,11.0714,171.329,298.000,318.000,678.000,1138.000,49288,47,49288,229,0,0,0
fsBrev_capio,512,20.00,473780,14309193,10716562,25.1072,195.909,1074.000,1120.000,1144.000,1520.000,1137,8342,1137,207,0,0,0
fsBrev_capio,512,30.00,709683,21427062,10730848,49.9192,259.259,1080.000,1130.000,1150.000,1922.000,1264,6792,1264,307,0,0,0
fsBrev_capio,1024,1.00,12155,368877,367619,0.3410,181.962,190.000,194.000,196.000,6038.000,5613,0,5613,43,0,0,0
fsBrev_capio,1024,2.00,0,734764,715947,2.5610,211.679,8148.000,8164.000,8168.000,8192.000,11149,5,11149,59,0,0,0
fsBrev_capio,1024,3.00,36530,1102455,1065990,3.3076,1698.960,5492.000,5500.000,5552.000,8192.000,16618,7,16618,244,715,0,0
fsBrev_capio,1024,4.00,48685,1469231,1421426,3.2537,2712.607,4164.000,4168.000,4172.000,4350.000,22171,6,22171,47,0,0,0
fsBrev_capio,1024,5.00,60840,1837497,1777202,3.2814,2669.990,3366.000,3370.000,3372.000,3662.000,27722,6,27722,88,0,0,0
fsBrev_capio,1024,6.00,72995,2203744,2115212,4.0173,1910.984,2834.000,2838.000,2842.000,3764.000,32991,8,32991,112,0,0,0
fsBrev_capio,1024,8.00,97370,2938709,2797937,4.7903,659.373,2170.000,2172.000,2176.000,8192.000,43626,16,43626,132,633,0,0
fsBrev_capio,1024,10.00,121680,3678714,3472637,5.6019,649.306,1770.000,1774.000,1776.000,3632.000,54105,16,54105,198,0,0,0
fsBrev_capio,1024,12.00,144802,4376895,4134546,5.5370,822.896,1950.000,1966.000,1968.000,3028.000,32229,16,32229,140,0,0,0
fsBrev_capio,1024,15.00,181080,5468831,5081556,7.0815,665.175,1606.000,1610.000,1618.000,2200.000,39593,25,39593,127,0,0,0
fsBrev_capio,1024,20.00,241479,7289798,6719201,7.8273,817.925,1250.000,1256.000,1266.000,1362.000,52338,35,52338,151,0,0,0
fsBrev_capio,1024,30.00,361226,10906572,9657395,11.4534,663.776,846.000,888.000,1132.000,1474.000,49539,176,49539,81,0,0,0
fsBrev_capio,1280,1.00,9750,294756,287746,2.3782,20058.073,8192.000,8192.000,8192.000,8192.000,4480,3,4480,25,0,0,0
fsBrev_capio,1280,2.00,19500,589446,574875,2.4720,10114.314,8192.000,8192.000,8192.000,8192.000,8960,4,8960,15,0,0,0
fsBrev_capio,1280,3.00,29250,884269,861219,2.6067,6795.246,6818.000,6820.000,6834.000,7070.000,13442,4,13442,31,0,0,0
fsBrev_capio,1280,4.00,50960,1178895,1149336,2.5073,3182.269,5158.000,5162.000,5174.000,5378.000,17920,5,17920,38,0,0,0
fsBrev_capio,1280,5.00,48815,1473652,1425952,3.2369,3179.712,4162.000,4168.000,4182.000,4376.000,22237,7,22237,57,0,0,0
fsBrev_capio,1280,6.00,58565,1768470,1698244,3.9710,1090.913,3500.000,3504.000,3520.000,4604.000,26473,10,26473,81,0,0,0
fsBrev_capio,1280,8.00,78130,2358049,2263690,4.0016,2647.467,2670.000,2674.000,2690.000,3174.000,35298,10,35298,104,0,0,0
fsBrev_capio,1280,10.00,97630,2947611,2807972,4.7374,705.244,2172.000,2178.000,2194.000,2834.000,43771,14,43771,126,0,0,0
fsBrev_capio,1280,12.00,117195,3536830,3341624,5.5192,711.206,1840.000,1846.000,1862.000,2930.000,52074,21,52074,133,0,0,0
fsBrev_capio,1280,15.00,145383,4387158,4145060,5.5183,1924.492,1946.000,1958.000,1980.000,2464.000,32302,26,32302,63,0,0,0
fsBrev_capio,1280,20.00,193802,5849833,5436276,7.0696,865.217,1504.000,1520.000,1538.000,1810.000,42324,35,42324,81,0,0,0
fsBrev_capio,1280,30.00,371590,8752117,7954206,9.1168,890.900,962.000,984.000,1004.000,1348.000,41254,68,41254,152,0,0,0
fsBrev_capio,1514,1.00,8255,249584,243727,2.3467,22602.058,8192.000,8192.000,8192.000,8192.000,3794,3,3794,29,0,0,0
fsBrev_capio,1514,2.00,16510,499297,490599,1.7420,11912.469,8192.000,8192.000,8192.000,8192.000,7645,3,7645,5,0,0,0
fsBrev_capio,1514,3.00,24830,748947,730428,2.4727,7290.397,8008.000,8022.000,8042.000,8192.000,11385,4,11385,32,0,0,0
fsBrev_capio,1514,4.00,33085,998596,966627,3.2014,3589.007,6052.000,6064.000,6086.000,7436.000,15073,4,15073,48,0,0,0
fsBrev_capio,1514,5.00,41405,1248571,1208500,3.2093,3594.499,4876.000,4888.000,4910.000,5222.000,18838,5,18838,52,0,0,0
fsBrev_capio,1514,6.00,49595,1497959,1449602,3.2282,2812.576,4094.000,4106.000,4124.000,4424.000,22597,7,22597,43,0,0,0
fsBrev_capio,1514,8.00,66170,1997257,1932629,3.2358,2947.154,3114.000,3126.000,3144.000,3300.000,30130,6,30130,71,0,0,0
fsBrev_capio,1514,10.00,110825,2496680,2378903,4.7173,1327.113,2526.000,2540.000,2560.000,3068.000,37082,9,37082,80,0,0,0
fsBrev_capio,1514,12.00,99255,3000071,2858241,4.7276,2118.642,2136.000,2148.000,2166.000,2310.000,44555,11,44555,65,0,0,0
fsBrev_capio,1514,15.00,124085,3745106,3540253,5.4699,740.136,1744.000,1756.000,1776.000,3330.000,55175,17,55175,154,0,0,0
fsBrev_capio,1514,20.00,164217,4955826,4507959,9.0372,695.724,1744.000,1770.000,1776.000,3594.000,36188,21,36188,101,0,0,0
fsBrev_capio,1514,30.00,246154,7432344,6635355,10.7233,784.415,1228.000,1246.000,1252.000,3594.000,53150,44,53150,148,3505,0,0
rawA_dpdk,64,1.00,156993,4741366,4738423,0.0621,5.531,32.000,34.000,34.000,60.000,36596,1,36596,51,0,0,0
rawA_dpdk,64,2.00,313174,9454669,9445968,0.0920,16.810,28.000,30.000,30.000,780.000,48762,4,48762,115,2315,0,0
rawA_dpdk,64,3.00,469025,14161108,14151018,0.0713,19.345,32.000,34.000,34.000,44.000,54861,3,54861,35,0,0,0
rawA_dpdk,64,4.00,624789,18886483,18854555,0.1691,16.563,28.000,30.000,30.000,156.000,58511,7,58511,114,17995,0,0
rawA_dpdk,64,5.00,780469,23561696,23542781,0.0803,16.692,28.000,28.000,30.000,42.000,52240,6,52240,41,1447,0,0
rawA_dpdk,64,6.00,936225,28265810,28243717,0.0782,18.683,32.000,34.000,34.000,52.000,54858,4,54858,19,0,0,0
rawA_dpdk,64,8.00,1247771,37673626,37642645,0.0822,18.720,32.000,34.000,34.000,44.000,58501,10,58501,45,574,0,0
rawA_dpdk,64,10.00,1559183,47073039,47030752,0.0898,16.699,28.000,30.000,30.000,36.000,56250,9,56250,18,2233,0,0
rawA_dpdk,64,12.00,1870746,56523268,56471393,0.0918,16.821,28.000,28.000,30.000,204.000,58541,11,58541,26,1335,0,0
rawA_dpdk,64,15.00,3183322,70586075,70513740,0.1025,16.754,28.000,30.000,30.000,310.000,57724,13,57724,20,4669,0,0
rawA_dpdk,64,20.00,3116682,94094747,93985761,0.1158,16.763,28.000,30.000,30.000,310.000,58471,24,58471,29,4076,0,0
rawA_dpdk,64,30.00,4674008,141111662,140846941,0.1876,17.270,28.000,30.000,30.000,312.000,59157,65,59157,29,41855,0,0
rawA_dpdk,128,1.00,87880,2652798,2651444,0.0510,16.939,28.000,30.000,30.000,34.000,40638,0,40638,22,0,0,0
rawA_dpdk,128,2.00,174408,5264897,5261558,0.0634,18.713,32.000,34.000,34.000,40.000,40641,0,40641,29,0,0,0
rawA_dpdk,128,3.00,260936,7877249,7872112,0.0652,16.808,28.000,30.000,30.000,36.000,40641,0,40641,25,0,0,0
rawA_dpdk,128,4.00,347851,10502176,10494989,0.0684,16.835,28.000,30.000,30.000,34.000,54169,3,54169,31,0,0,0
rawA_dpdk,128,5.00,434330,13111280,13102178,0.0694,18.649,32.000,34.000,34.000,36.000,50796,2,50796,32,0,0,0
rawA_dpdk,128,6.00,520662,15721732,15710594,0.0708,16.857,28.000,30.000,30.000,32.000,48761,3,48761,20,0,0,0
rawA_dpdk,128,8.00,694009,20951277,20935455,0.0755,18.679,32.000,34.000,34.000,54.000,54183,3,54183,54,188,0,0
rawA_dpdk,128,10.00,867147,26179081,26159029,0.0766,16.860,28.000,30.000,30.000,50.000,58053,2,58053,34,0,0,0
rawA_dpdk,128,12.00,1334280,31400175,31375797,0.0776,16.905,28.000,30.000,30.000,38.000,54172,9,54172,29,98,0,0
rawA_dpdk,128,15.00,1299699,39236282,39194811,0.1057,16.802,28.000,30.000,30.000,44.000,55389,8,55389,31,9799,0,0
rawA_dpdk,128,20.00,1732363,52367502,52316902,0.0966,19.329,32.000,34.000,34.000,210.000,58100,10,58100,34,5113,0,0
rawA_dpdk,128,30.00,2597533,78421448,78330523,0.1159,16.750,28.000,30.000,30.000,310.000,58000,24,58000,40,12550,0,0
rawA_dpdk,256,1.00,46475,1404299,1404299,0.0000,21.748,34.000,34.000,34.000,36.000,21515,0,21515,19,0,0,0
rawA_dpdk,256,2.00,93015,2808726,2808726,0.0000,21.734,34.000,34.000,34.000,40.000,43030,0,43030,23,0,0,0
rawA_dpdk,256,3.00,138546,4180948,4180948,0.0000,24.573,42.000,42.000,42.000,56.000,32276,0,32276,10,0,0,0
rawA_dpdk,256,4.00,184728,5574488,5574488,0.0000,23.892,42.000,42.000,44.000,58.000,43032,0,43032,36,0,0,0
rawA_dpdk,256,5.00,0,6968092,6968092,0.0000,26.679,42.000,42.000,44.000,48.000,53788,0,53788,24,0,0,0
rawA_dpdk,256,6.00,276311,8340312,8340312,0.0000,21.733,34.000,34.000,34.000,50.000,43032,0,43032,26,0,0,0
rawA_dpdk,256,8.00,368372,11120349,11120349,0.0000,21.741,34.000,34.000,34.000,58.000,57373,0,57373,55,0,0,0
rawA_dpdk,256,10.00,459773,13882331,13882236,0.0007,22.397,42.000,42.000,44.000,68.000,53787,0,53787,36,95,0,0
rawA_dpdk,256,12.00,551350,16646136,16645814,0.0019,21.732,34.000,34.000,34.000,200.000,51638,1,51638,39,322,0,0
rawA_dpdk,256,15.00,688893,20797214,20797214,0.0000,24.293,42.000,42.000,44.000,128.000,53790,0,53790,24,0,0,0
rawA_dpdk,256,20.00,917885,27711970,27711138,0.0030,23.641,42.000,42.000,44.000,450.000,53791,1,53791,31,832,0,0
rawA_dpdk,256,30.00,1376097,41545911,41545608,0.0007,21.733,34.000,34.000,34.000,450.000,58679,0,58679,29,303,0,0
rawA_dpdk,512,1.00,23985,723467,723467,0.0000,32.938,34.000,36.000,36.000,40.000,11083,0,11083,0,0,0,0
rawA_dpdk,512,2.00,47970,1446936,1446936,0.0000,32.873,34.000,36.000,36.000,40.000,22168,0,22168,10,0,0,0
rawA_dpdk,512,3.00,71890,2170273,2170273,0.0000,32.900,34.000,36.000,36.000,60.000,33249,0,33249,41,0,0,0
rawA_dpdk,512,4.00,128635,2893805,2893805,0.0000,32.925,34.000,36.000,36.000,48.000,44333,0,44333,39,0,0,0
rawA_dpdk,512,5.00,119860,3619409,3619409,0.0000,32.912,34.000,36.000,36.000,42.000,55441,0,55441,21,0,0,0
rawA_dpdk,512,6.00,142674,4307560,4307560,0.0000,33.087,56.000,56.000,58.000,74.000,33256,0,33256,25,0,0,0
rawA_dpdk,512,8.00,190275,5745085,5744661,0.0074,34.506,56.000,56.000,58.000,70.000,44344,1,44344,35,424,0,0
rawA_dpdk,512,10.00,237747,7179256,7179256,0.0000,37.619,56.000,56.000,58.000,76.000,55416,0,55416,40,0,0,0
rawA_dpdk,512,12.00,284675,8593011,8593011,0.0000,32.887,34.000,36.000,36.000,48.000,44339,0,44339,21,0,0,0
rawA_dpdk,512,15.00,355817,10741047,10741047,0.0000,32.900,34.000,36.000,36.000,250.000,55415,0,55415,50,0,0,0
rawA_dpdk,512,20.00,473843,14303094,14303094,0.0000,33.905,56.000,56.000,58.000,864.000,55414,0,55414,51,0,0,0
rawA_dpdk,512,30.00,951536,21426871,21426871,0.0000,34.472,56.000,56.000,58.000,864.000,55415,0,55415,52,0,0,0
rawA_dpdk,1024,1.00,12155,367351,367351,0.0000,59.466,60.000,62.000,62.000,5776.000,5623,0,5623,54,0,0,0
rawA_dpdk,1024,2.00,24310,734582,734582,0.0000,59.453,60.000,60.000,62.000,68.000,11254,0,11254,17,0,0,0
rawA_dpdk,1024,3.00,49595,1101875,1101875,0.0000,59.432,60.000,60.000,62.000,84.000,16883,0,16883,18,0,0,0
rawA_dpdk,1024,4.00,48630,1471566,1471566,0.0000,59.431,60.000,62.000,62.000,374.000,22542,0,22542,43,0,0,0
rawA_dpdk,1024,5.00,60840,1836585,1836585,0.0000,59.445,60.000,62.000,62.000,272.000,28137,0,28137,69,0,0,0
rawA_dpdk,1024,6.00,72995,2203749,2203749,0.0000,59.427,60.000,60.000,62.000,68.000,33765,0,33765,30,0,0,0
rawA_dpdk,1024,8.00,97305,2938262,2938262,0.0000,59.433,60.000,60.000,62.000,84.000,45014,0,45014,30,0,0,0
rawA_dpdk,1024,10.00,121624,3672906,3672906,0.0000,59.441,60.000,60.000,62.000,78.000,56266,0,56266,28,0,0,0
rawA_dpdk,1024,12.00,144939,4373805,4373805,0.0000,60.187,108.000,108.000,110.000,468.000,33773,0,33773,31,0,0,0
rawA_dpdk,1024,15.00,181116,5467430,5467430,0.0000,59.820,108.000,108.000,110.000,554.000,42214,0,42214,29,0,0,0
rawA_dpdk,1024,20.00,241488,7289804,7289804,0.0000,61.368,108.000,108.000,110.000,1196.000,56268,0,56268,40,0,0,0
rawA_dpdk,1024,30.00,361176,10906507,10906507,0.0000,59.423,60.000,60.000,62.000,1694.000,56267,0,56267,42,0,0,0
rawA_dpdk,1280,1.00,9750,294756,294756,0.0000,72.888,74.000,74.000,74.000,80.000,4516,0,4516,1,0,0,0
rawA_dpdk,1280,2.00,25480,589446,589446,0.0000,72.879,74.000,74.000,74.000,78.000,9030,0,9030,9,0,0,0
rawA_dpdk,1280,3.00,29250,884201,884201,0.0000,72.838,74.000,74.000,74.000,110.000,13545,0,13545,19,0,0,0
rawA_dpdk,1280,4.00,39000,1179026,1179026,0.0000,72.875,74.000,74.000,74.000,92.000,18066,0,18066,14,0,0,0
rawA_dpdk,1280,5.00,48815,1473652,1473652,0.0000,72.871,74.000,74.000,74.000,102.000,22580,0,22580,24,0,0,0
rawA_dpdk,1280,6.00,58565,1768408,1768408,0.0000,72.868,74.000,74.000,74.000,86.000,27096,0,27096,12,0,0,0
rawA_dpdk,1280,8.00,78065,2357984,2357984,0.0000,72.851,74.000,74.000,74.000,88.000,36128,0,36128,22,0,0,0
rawA_dpdk,1280,10.00,97655,2947492,2947492,0.0000,72.858,74.000,74.000,74.000,134.000,45156,0,45156,45,0,0,0
rawA_dpdk,1280,12.00,117130,3536801,3536801,0.0000,72.856,74.000,74.000,74.000,134.000,54177,0,54177,54,0,0,0
rawA_dpdk,1280,15.00,179181,4387288,4387288,0.0000,73.163,134.000,134.000,136.000,2108.000,33880,0,33880,22,0,0,0
rawA_dpdk,1280,20.00,193758,5849837,5849837,0.0000,74.101,134.000,134.000,136.000,2108.000,45165,0,45165,17,0,0,0
rawA_dpdk,1280,30.00,289898,8752052,8750067,0.0227,72.842,74.000,74.000,74.000,2110.000,45160,1,45160,35,1985,0,0
rawA_dpdk,1514,1.00,8316,249584,249584,0.0000,85.119,86.000,86.000,88.000,92.000,3824,0,3824,1,0,0,0
rawA_dpdk,1514,2.00,16510,499297,499297,0.0000,85.060,86.000,86.000,88.000,92.000,7649,0,7649,9,0,0,0
rawA_dpdk,1514,3.00,24830,748946,748946,0.0000,85.072,86.000,86.000,88.000,164.000,11474,0,11474,26,0,0,0
rawA_dpdk,1514,4.00,33085,998597,998597,0.0000,85.051,86.000,86.000,86.000,108.000,15301,0,15301,19,0,0,0
rawA_dpdk,1514,5.00,41340,1248311,1248311,0.0000,85.044,86.000,86.000,86.000,106.000,19127,0,19127,15,0,0,0
rawA_dpdk,1514,6.00,49595,1497960,1497960,0.0000,85.028,86.000,86.000,86.000,314.000,22952,0,22952,39,0,0,0
rawA_dpdk,1514,8.00,66143,1997322,1997322,0.0000,85.061,86.000,86.000,86.000,124.000,30602,0,30602,30,0,0,0
rawA_dpdk,1514,10.00,82745,2496682,2496682,0.0000,85.030,86.000,86.000,86.000,94.000,38250,0,38250,21,0,0,0
rawA_dpdk,1514,12.00,128960,2996042,2996042,0.0000,85.036,86.000,86.000,86.000,114.000,45898,0,45898,33,0,0,0
rawA_dpdk,1514,15.00,124083,3745042,3745042,0.0000,85.034,86.000,86.000,86.000,102.000,57362,0,57362,27,0,0,0
rawA_dpdk,1514,20.00,164088,4954992,4954992,0.0000,87.049,158.000,160.000,160.000,2486.000,38256,0,38256,38,0,0,0
rawA_dpdk,1514,30.00,246167,7432521,7432521,0.0000,86.545,158.000,160.000,160.000,2502.000,57353,0,57353,38,0,0,0
rawB_capio,64,1.00,156993,4746277,4745966,0.0066,18.768,40.000,40.000,40.000,70.000,36581,32,36581,57,0,0,0
rawB_capio,64,2.00,408773,9454024,9453680,0.0036,20.329,32.000,32.000,34.000,44.000,48774,1,48774,25,0,0,0
rawB_capio,64,3.00,469025,14169499,14166360,0.0222,5.991,40.000,40.000,40.000,422.000,54731,37,54731,89,2218,0,0
rawB_capio,64,4.00,624987,18866455,18825220,0.2186,20.317,32.000,32.000,34.000,116.000,58390,4,58390,49,40244,0,0
rawB_capio,64,5.00,780362,23561308,23559308,0.0085,20.379,32.000,32.000,34.000,72.000,52249,1,52249,14,611,0,0
rawB_capio,64,6.00,936225,28264840,28261600,0.0115,20.777,40.000,40.000,40.000,510.000,54821,17,54821,8,1463,0,0
rawB_capio,64,8.00,1247837,37675987,37673233,0.0073,20.921,40.000,40.000,40.000,514.000,58453,31,58453,27,221,0,0
rawB_capio,64,10.00,1559247,47074502,47066596,0.0168,20.305,32.000,32.000,34.000,518.000,56248,6,56248,17,4871,0,0
rawB_capio,64,12.00,1870811,56479940,56475805,0.0073,4.915,32.000,32.000,34.000,518.000,58498,1,58498,15,92,0,0
rawB_capio,64,15.00,2337900,70585811,70571559,0.0202,20.214,32.000,32.000,34.000,520.000,57737,3,57737,19,8277,0,0
rawB_capio,64,20.00,3116681,94095856,94084723,0.0118,20.608,34.000,34.000,36.000,524.000,58474,3,58474,20,3123,0,0
rawB_capio,64,30.00,4674008,141113129,141062982,0.0355,20.934,32.000,516.000,522.000,524.000,58022,32,58022,25,13027,0,0
rawB_capio,128,1.00,114660,2652670,2652659,0.0004,20.422,32.000,32.000,34.000,36.000,40638,0,40638,4,0,0,0
rawB_capio,128,2.00,174408,5265087,5264775,0.0059,20.879,40.000,40.000,42.000,44.000,40593,23,40593,17,0,0,0
rawB_capio,128,3.00,260871,7876998,7876639,0.0046,20.422,32.000,32.000,34.000,44.000,40646,0,40646,12,0,0,0
rawB_capio,128,4.00,454001,10504044,10487774,0.1549,20.439,32.000,32.000,34.000,66.000,54103,2,54103,50,15855,0,0
rawB_capio,128,5.00,434330,13176374,13073550,0.7804,20.908,40.000,40.000,42.000,506.000,50549,40,50549,84,102032,0,0
rawB_capio,128,6.00,520727,15721242,15720509,0.0047,5.165,32.000,32.000,34.000,42.000,48730,0,48730,9,0,0,0
rawB_capio,128,8.00,693899,20950442,20948752,0.0081,12.368,40.000,40.000,42.000,50.000,54084,51,54084,13,224,0,0
rawB_capio,128,10.00,867147,26178563,26176799,0.0067,20.523,32.000,32.000,34.000,60.000,58049,1,58049,6,351,0,0
rawB_capio,128,12.00,0,31399661,31397796,0.0059,20.504,32.000,32.000,34.000,484.000,54185,2,54185,9,0,0,0
rawB_capio,128,15.00,1299635,39236862,39232946,0.0100,20.454,32.000,32.000,34.000,490.000,55419,1,55419,6,1684,0,0
rawB_capio,128,20.00,1732235,52299524,52295878,0.0070,21.093,40.000,40.000,42.000,490.000,57954,49,57954,8,29,0,0
rawB_capio,128,30.00,0,78418627,78409087,0.0122,20.543,32.000,32.000,34.000,496.000,58045,2,58045,7,3796,0,0
rawB_capio,256,1.00,46540,1404363,1404363,0.0000,22.145,34.000,34.000,34.000,36.000,21515,0,21515,6,0,0,0
rawB_capio,256,2.00,93015,2808788,2808786,0.0001,22.249,34.000,34.000,34.000,38.000,43026,1,43026,15,0,0,0
rawB_capio,256,3.00,138546,4180948,4180948,0.0000,23.340,42.000,42.000,44.000,48.000,32276,0,32276,4,0,0,0
rawB_capio,256,4.00,184630,5574360,5574360,0.0000,24.247,42.000,42.000,44.000,44.000,43032,0,43032,9,0,0,0
rawB_capio,256,5.00,230845,7230950,6426500,11.1251,4.951,42.000,42.000,44.000,8192.000,49341,30,49341,570,804450,0,0
rawB_capio,256,6.00,276246,8362934,8333077,0.3570,5.308,34.000,34.000,36.000,1118.000,42681,6,42681,247,29857,0,0
rawB_capio,256,8.00,368351,11120319,11120319,0.0000,22.046,34.000,34.000,34.000,46.000,57343,0,57343,9,0,0,0
rawB_capio,256,10.00,459836,13882130,13882064,0.0005,22.793,42.000,42.000,44.000,62.000,53776,1,53776,11,0,0,0
rawB_capio,256,12.00,551348,16645852,16645600,0.0015,22.099,34.000,34.000,34.000,44.000,51610,1,51610,9,252,0,0
rawB_capio,256,15.00,688893,20796697,20796498,0.0010,5.315,42.000,42.000,44.000,62.000,53783,1,53783,11,0,0,0
rawB_capio,256,20.00,917886,27710370,27708628,0.0063,5.021,42.000,42.000,44.000,452.000,53789,1,53789,15,1742,0,0
rawB_capio,256,30.00,1376032,41545330,41541545,0.0091,22.058,34.000,34.000,34.000,452.000,58666,2,58666,19,3785,0,0
rawB_capio,512,1.00,23985,723532,723532,0.0000,32.829,34.000,34.000,36.000,48.000,11084,0,11084,8,0,0,0
rawB_capio,512,2.00,47905,1447760,1447760,0.0000,32.792,34.000,34.000,36.000,422.000,22160,0,22160,83,0,0,0
rawB_capio,512,3.00,71890,2170468,2170462,0.0003,32.741,34.000,34.000,34.000,36.000,33250,1,33250,12,0,0,0
rawB_capio,512,4.00,128310,2893801,2893801,0.0000,32.767,34.000,34.000,34.000,56.000,44329,0,44329,33,0,0,0
rawB_capio,512,5.00,119794,3617385,3617385,0.0000,32.772,34.000,34.000,34.000,44.000,55401,0,55401,9,0,0,0
rawB_capio,512,6.00,142674,4307688,4307680,0.0002,32.963,56.000,56.000,56.000,66.000,33256,0,33256,6,0,0,0
rawB_capio,512,8.00,255162,5743278,5743261,0.0003,4.968,56.000,56.000,56.000,66.000,44332,1,44332,7,0,0,0
rawB_capio,512,10.00,237747,7179126,7179126,0.0000,32.893,56.000,56.000,56.000,62.000,55414,0,55414,10,0,0,0
rawB_capio,512,12.00,284610,8592885,8592852,0.0004,32.791,34.000,34.000,34.000,56.000,44341,0,44341,9,0,0,0
rawB_capio,512,15.00,355699,10741179,10741163,0.0001,32.780,34.000,34.000,34.000,56.000,55419,0,55419,6,0,0,0
rawB_capio,512,20.00,473780,14302839,14302387,0.0032,34.384,56.000,56.000,56.000,862.000,55412,1,55412,12,435,0,0
rawB_capio,512,30.00,709684,21426934,21426900,0.0002,32.919,56.000,56.000,56.000,864.000,55414,0,55414,22,0,0,0
rawB_capio,1024,1.00,12155,367291,367291,0.0000,59.314,60.000,60.000,62.000,62.000,5627,0,5627,7,0,0,0
rawB_capio,1024,2.00,24375,734582,734582,0.0000,59.303,60.000,60.000,62.000,62.000,11254,0,11254,7,0,0,0
rawB_capio,1024,3.00,0,1102005,1102005,0.0000,59.288,60.000,60.000,62.000,68.000,16885,0,16885,6,0,0,0
rawB_capio,1024,4.00,48620,1471494,1471494,0.0000,59.288,60.000,60.000,62.000,492.000,22534,0,22534,61,0,0,0
rawB_capio,1024,5.00,60840,1836588,1836583,0.0003,59.319,60.000,60.000,62.000,76.000,28138,1,28138,16,0,0,0
rawB_capio,1024,6.00,73010,2203802,2203800,0.0001,59.261,60.000,60.000,62.000,1694.000,33752,1,33752,66,0,0,0
rawB_capio,1024,8.00,97370,2938455,2938455,0.0000,59.276,60.000,60.000,62.000,82.000,45015,0,45015,17,0,0,0
rawB_capio,1024,10.00,121680,3672964,3672964,0.0000,59.276,60.000,60.000,62.000,66.000,56260,0,56260,13,0,0,0
rawB_capio,1024,12.00,144867,4374448,4374448,0.0000,59.514,108.000,108.000,108.000,146.000,33776,0,33776,9,0,0,0
rawB_capio,1024,15.00,181116,5467364,5467364,0.0000,59.547,108.000,108.000,108.000,158.000,42212,0,42212,11,0,0,0
rawB_capio,1024,20.00,241488,7289736,7289736,0.0000,59.498,108.000,108.000,108.000,1252.000,56264,0,56264,12,0,0,0
rawB_capio,1024,30.00,361295,10906375,10906375,0.0000,59.274,60.000,60.000,62.000,1694.000,56263,0,56263,15,0,0,0
rawB_capio,1280,1.00,9751,294756,294756,0.0000,72.785,74.000,74.000,74.000,76.000,4516,0,4516,3,0,0,0
rawB_capio,1280,2.00,26520,589446,589446,0.0000,72.808,74.000,74.000,74.000,136.000,9030,0,9030,14,0,0,0
rawB_capio,1280,3.00,29315,884204,884204,0.0000,72.777,74.000,74.000,74.000,76.000,13548,0,13548,6,0,0,0
rawB_capio,1280,4.00,39065,1179026,1179026,0.0000,72.782,74.000,74.000,74.000,80.000,18066,0,18066,6,0,0,0
rawB_capio,1280,5.00,48815,1473782,1473782,0.0000,72.798,74.000,74.000,74.000,102.000,22582,0,22582,23,0,0,0
rawB_capio,1280,6.00,58565,1768408,1768408,0.0000,72.779,74.000,74.000,74.000,80.000,27096,0,27096,4,0,0,0
rawB_capio,1280,8.00,78065,2357984,2357984,0.0000,72.775,74.000,74.000,74.000,86.000,36128,0,36128,18,0,0,0
rawB_capio,1280,10.00,97643,2947553,2947553,0.0000,72.786,74.000,74.000,74.000,80.000,45153,0,45153,21,0,0,0
rawB_capio,1280,12.00,117195,3536992,3536992,0.0000,72.766,74.000,74.000,74.000,80.000,54176,0,54176,26,0,0,0
rawB_capio,1280,15.00,0,4387356,4387356,0.0000,72.916,134.000,134.000,136.000,2106.000,33884,0,33884,33,0,0,0
