arm,size,pct_line,offered,returned,missing,client_imissed,client_loss_pct,dut_lost,dut_loss_pct,raw_loss_pct
rawA_dpdk,1514,2.00,499297,499297,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,3.00,748946,748946,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,4.00,998597,998597,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,5.00,1248311,1248311,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,6.00,1497960,1497960,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,8.00,1997322,1997322,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,10.00,2496682,2496682,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,12.00,2996042,2996042,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,15.00,3745042,3745042,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,20.00,4954992,4954992,0,0,0.0,0,0.0,0.0000
rawA_dpdk,1514,30.00,7432521,7432521,0,0,0.0,0,0.0,0.0000
rawB_capio,64,1.00,4746277,4745966,311,0,0.0,311,0.0066,0.0066
rawB_capio,64,2.00,9454024,9453680,344,0,0.0,344,0.0036,0.0036
rawB_capio,64,3.00,14169499,14166360,3139,2218,0.0157,921,0.0065,0.0222
rawB_capio,64,4.00,18866455,18825220,41235,40244,0.2133,991,0.0053,0.2186
rawB_capio,64,5.00,23561308,23559308,2000,611,0.0026,1389,0.0059,0.0085
rawB_capio,64,6.00,28264840,28261600,3240,1463,0.0052,1777,0.0063,0.0115
rawB_capio,64,8.00,37675987,37673233,2754,221,0.0006,2533,0.0067,0.0073
rawB_capio,64,10.00,47074502,47066596,7906,4871,0.0103,3035,0.0064,0.0168
rawB_capio,64,12.00,56479940,56475805,4135,92,0.0002,4043,0.0072,0.0073
rawB_capio,64,15.00,70585811,70571559,14252,8277,0.0117,5975,0.0085,0.0202
rawB_capio,64,20.00,94095856,94084723,11133,3123,0.0033,8010,0.0085,0.0118
rawB_capio,64,30.00,141113129,141062982,50147,13027,0.0092,37120,0.0263,0.0355
rawB_capio,128,1.00,2652670,2652659,11,0,0.0,11,0.0004,0.0004
rawB_capio,128,2.00,5265087,5264775,312,0,0.0,312,0.0059,0.0059
rawB_capio,128,3.00,7876998,7876639,359,0,0.0,359,0.0046,0.0046
rawB_capio,128,4.00,10504044,10487774,16270,15855,0.1509,415,0.004,0.1549
rawB_capio,128,5.00,13176374,13073550,102824,102032,0.7744,792,0.006,0.7804
rawB_capio,128,6.00,15721242,15720509,733,0,0.0,733,0.0047,0.0047
rawB_capio,128,8.00,20950442,20948752,1690,224,0.0011,1466,0.007,0.0081
rawB_capio,128,10.00,26178563,26176799,1764,351,0.0013,1413,0.0054,0.0067
rawB_capio,128,12.00,31399661,31397796,1865,0,0.0,1865,0.0059,0.0059
rawB_capio,128,15.00,39236862,39232946,3916,1684,0.0043,2232,0.0057,0.0100
rawB_capio,128,20.00,52299524,52295878,3646,29,0.0001,3617,0.0069,0.0070
rawB_capio,128,30.00,78418627,78409087,9540,3796,0.0048,5744,0.0073,0.0122
rawB_capio,256,1.00,1404363,1404363,0,0,0.0,0,0.0,0.0000
rawB_capio,256,2.00,2808788,2808786,2,0,0.0,2,0.0001,0.0001
rawB_capio,256,3.00,4180948,4180948,0,0,0.0,0,0.0,0.0000
rawB_capio,256,4.00,5574360,5574360,0,0,0.0,0,0.0,0.0000
rawB_capio,256,5.00,7230950,6426500,804450,804450,11.1251,0,0.0,11.1251
rawB_capio,256,6.00,8362934,8333077,29857,29857,0.357,0,0.0,0.3570
rawB_capio,256,8.00,11120319,11120319,0,0,0.0,0,0.0,0.0000
rawB_capio,256,10.00,13882130,13882064,66,0,0.0,66,0.0005,0.0005
rawB_capio,256,12.00,16645852,16645600,252,252,0.0015,0,0.0,0.0015
rawB_capio,256,15.00,20796697,20796498,199,0,0.0,199,0.001,0.0010
rawB_capio,256,20.00,27710370,27708628,1742,1742,0.0063,0,0.0,0.0063
rawB_capio,256,30.00,41545330,41541545,3785,3785,0.0091,0,0.0,0.0091
rawB_capio,512,1.00,723532,723532,0,0,0.0,0,0.0,0.0000
rawB_capio,512,2.00,1447760,1447760,0,0,0.0,0,0.0,0.0000
rawB_capio,512,3.00,2170468,2170462,6,0,0.0,6,0.0003,0.0003
rawB_capio,512,4.00,2893801,2893801,0,0,0.0,0,0.0,0.0000
rawB_capio,512,5.00,3617385,3617385,0,0,0.0,0,0.0,0.0000
rawB_capio,512,6.00,4307688,4307680,8,0,0.0,8,0.0002,0.0002
rawB_capio,512,8.00,5743278,5743261,17,0,0.0,17,0.0003,0.0003
rawB_capio,512,10.00,7179126,7179126,0,0,0.0,0,0.0,0.0000
rawB_capio,512,12.00,8592885,8592852,33,0,0.0,33,0.0004,0.0004
rawB_capio,512,15.00,10741179,10741163,16,0,0.0,16,0.0001,0.0001
rawB_capio,512,20.00,14302839,14302387,452,435,0.003,17,0.0001,0.0032
rawB_capio,512,30.00,21426934,21426900,34,0,0.0,34,0.0002,0.0002
rawB_capio,1024,1.00,367291,367291,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,2.00,734582,734582,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,3.00,1102005,1102005,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,4.00,1471494,1471494,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,5.00,1836588,1836583,5,0,0.0,5,0.0003,0.0003
rawB_capio,1024,6.00,2203802,2203800,2,0,0.0,2,0.0001,0.0001
rawB_capio,1024,8.00,2938455,2938455,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,10.00,3672964,3672964,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,12.00,4374448,4374448,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,15.00,5467364,5467364,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,20.00,7289736,7289736,0,0,0.0,0,0.0,0.0000
rawB_capio,1024,30.00,10906375,10906375,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,1.00,294756,294756,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,2.00,589446,589446,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,3.00,884204,884204,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,4.00,1179026,1179026,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,5.00,1473782,1473782,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,6.00,1768408,1768408,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,8.00,2357984,2357984,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,10.00,2947553,2947553,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,12.00,3536992,3536992,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,15.00,4387356,4387356,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,20.00,5849707,5849707,0,0,0.0,0,0.0,0.0000
rawB_capio,1280,30.00,8752117,8752117,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,1.00,249714,249714,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,2.00,499362,499362,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,3.00,749272,749272,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,4.00,998792,998792,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,5.00,1248571,1248571,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,6.00,1499520,1499520,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,8.00,1997514,1997514,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,10.00,2497947,2497947,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,12.00,2996343,2996343,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,15.00,3745491,3745491,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,20.00,4956347,4956347,0,0,0.0,0,0.0,0.0000
rawB_capio,1514,30.00,7433613,7433613,0,0,0.0,0,0.0,0.0000
